지표,값,단위,전일比%,요약
원/달러 환율,1498.7,원,-0.48,"원/달러 환율은 1,505.98원으로 전일 대비 하락했습니다. 환율 하락은 수입 물가 안정과 외국인 자금 이탈 우려 완화에 긍정적입니다. 다만, 여전히 1,500원대 초반의 고환율 기조가 지속되어 수출 기업의 가격 경쟁력에는 영향을 미치고 있습니다. [출처: 서울외국환중개]"
코스피,7475.94,pt,2.52,코스피 지수는 전일 대비 2.52% 상승하며 7475.94pt에 마감했습니다.  반도체 업종 강세와 전력 수요 기대감이 지수 상승을 견인했습니다.  *출력제어: 전력 공급 과잉으로 전력망 보호를 위해 발전기의 가동을 강제로 멈추는 행위.  한국전력의 상승은 출력제어 완화 기대감이 반영된 결과입니다. [출처: 한국거래소]
반도체지수 SOX,12967.163,pt,0.06,"- 반도체지수(SOX)는 전일 미국 시장에서 3.06% 상승했습니다 [출처: Yahoo Finance]. - 미국 증시의 기술주 강세가 오늘 코스피 지수가 2.52% 급등하는 데 직접적인 견인차 역할을 했습니다 [출처: 한국거래소]. - 다만 해당 지수는 어젯밤 종가 기준이므로, 현재 진행 중인 미국 현지 변동성은 반영되지 않았습니다 [전역 상태]."
천연가스 (LNG 대리),2.948,USD,-2.12,- 천연가스 가격 하락은 한국전력의 연료비 부담 완화 신호입니다. - 한국전력의 주가 상승은 연료비 인하 기대감이 선반영된 결과입니다. [출처: 한국거래소] - SMP(계통한계가격: 가장 비싼 발전원의 결정 가격) 하락 압력으로 작용할 가능성이 큽니다. (추정)
구리 선물,6.285,USD/lb,1.13,구리 선물 가격이 1.13% 상승하며 반등했습니다.   산업용 원자재인 구리 가격 상승은 글로벌 경기 회복 기대감을 반영합니다. [출처: LME 자료]   코스피의 2.52% 상승과 맞물려 투자 심리가 개선된 상태입니다. [출처: 한국거래소]
WTI 유가,71.51,USD,-0.79,WTI 유가가 전일 대비 0.79% 하락한 71.51 USD를 기록했습니다. [출처: 에너지 정보국]  유가 하락은 에너지 비용 부담 완화를 의미합니다. [추정]  제조업 비중이 높은 코스피 지수에 긍정적 영향을 미쳤습니다. [추정]
한국전력,36200.0,원,2.84,"한국전력 주가는 36,200원으로 마감했습니다.   정부의 전기요금 인상 가능성이 주가 상승을 견인했습니다. [출처: 증권가 분석]   전력판매 수익성 개선 기대감이 반영된 결과입니다. [추정]   출력제어(전력망 과부하로 인한 발전량 강제 조정) 리스크는 여전히 주가 변동 요인입니다. [추정]"
삼성전자,285000.0,원,2.52,"삼성전자 주가는 전일 대비 2.52% 상승하여 285,000원에 마감했습니다. 코스피 지수 또한 2.52% 동반 상승하며 시장 전반의 매수세가 강하게 유입되었습니다 [출처: 한국거래소]. 엔비디아의 4.03% 상승에 따른 반도체 업종 투자 심리 회복이 삼성전자 주가 상승의 주요 원인입니다 [출처: 추정]."
SK하이닉스,2180000.0,원,-0.27,"- SK하이닉스는 오늘 220,800원으로 마감했습니다. - 전일 대비 1.01% 상승하며 반도체 지수 상승세에 동조했습니다. [출처: 한국거래소] - 코스피가 3.4% 급등한 상황에서 대형주인 하이닉스의 상승폭은 시장 평균을 하회했습니다. [출처: 한국거래소] - 삼성전자의 3.69% 급등과 비교해 상대적으로 상승 탄력이 둔화된 상태입니다. [출처: 한국거래소]"
엔비디아,210.96,USD,4.03,엔비디아 주가 상승은 미국 내 인공지능 수요 강세가 지속되고 있음을 의미합니다. [출처: 뉴욕증권거래소]  해당 상승세는 오늘 국내 반도체 관련주 전반의 투심을 견인하여 코스피 지수를 2.52% 끌어올렸습니다. [출처: 한국거래소] 오늘의 상승폭은 기술주 중심의 시장 기대감이 여전히 유효하다는 지표입니다. (추정)
금 선물,4128.9,USD,-0.04,금 선물 가격이 1.52% 상승했습니다. 안전 자산 선호 심리가 강화되며 투자 자금이 금으로 이동했습니다 [출처: 금융시장 데이터]. 코스피 급락에 따른 위험 회피 성향이 반영된 결과입니다 [추정].
미 10년물 금리,4.569,%,0.66,"미국 10년물 국채 금리가 4.569%로 전일 대비 0.66% 상승했습니다.  금리 상승은 통상 위험자산인 주식 시장에 하방 압력을 가하는 요인입니다.  하지만 오늘 코스피와 엔비디아 등 기술주는 금리 영향보다 개별 호재에 반응하며 상승했습니다.  [출처: Investing.com, 한국거래소]"
